text,label_id,category
BUSWAY,2,transportasi
LRT,2,transportasi
Lain-lain,7,lain_lain
Nescafe,1,minuman
Cat Akrilik,5,hiburan
.Folder#,3,belanja
*Wahana.,5,hiburan
stempel,7,lain_lain
2 Paket Data,4,tagihan
3xBrownie,0,makanan
ongkir,7,lain_lain
es teh,1,minuman
1xVitamin D,6,kesehatan
Softlens,6,kesehatan
Disney Plus,4,tagihan
Air PAM,4,tagihan
JNT,7,lain_lain
Es Teh,1,minuman
Transfer,7,lain_lain
#Biaya Kos*,4,tagihan
Softener,3,belanja
Pertalite,2,transportasi
Americano,1,minuman
Rapid Test,6,kesehatan
VOUCHER GAME,5,hiburan
AMOXICILLIN,6,kesehatan
cappuccino,1,minuman
Ongkir,7,lain_lain
2xEs Dawet,1,minuman
Kopi Hitam,1,minuman
kereta api,2,transportasi
&terai,7,lain_lain
SiCepat,7,lain_lain
MRT,2,transportasi
MRT,2,transportasi
Top Up Mobile Legends,5,hiburan
.JNT-,7,lain_lain
Mango Drink,1,minuman
jnt,7,lain_lain
GoSend,7,lain_lain
Teh Hijau,1,minuman
.Legalisir_,7,lain_lain
Kebun Binatang,5,hiburan
internet bulanan,4,tagihan
-Transfer_,7,lain_lain
milk tea,1,minuman
Buku Catatan,3,belanja
gocar,2,transportasi
2 Konsultasi Dokter,6,kesehatan
Jilid,7,lain_lain
2 Headset,3,belanja
FUTSAL,5,hiburan
2xSetrika,7,lain_lain
_First Media.,4,tagihan
Iuran Kelas,7,lain_lain
Tiket Masuk,5,hiburan
JNT,7,lain_lain
*Microsoft 365#,4,tagihan
SPBU,2,transportasi
Infaq,7,lain_lain
Biaya Kos,4,tagihan
Spotify,4,tagihan
Pink Lemonade,1,minuman
iuran organisasi,7,lain_lain
Bruschetta,0,makanan
Bioskop,5,hiburan
Sunscreen,3,belanja
Hojicha,1,minuman
caramel macchiato,1,minuman
PULSA,4,tagihan
1xSepatu,3,belanja
Tambal Gigi,6,kesehatan
Frappe,1,minuman
Microsoft 365,4,tagihan
@ Bubble Tea,1,minuman
Isi Bensin,2,transportasi
Obat Diare,6,kesehatan
#Top Up Game#,5,hiburan
-Chamomile-,1,minuman
Kolam Renang,5,hiburan
Ikan Goreng,0,makanan
Ongkir,7,lain_lain
Pertamax,2,transportasi
Billiard,5,hiburan
Jaket,3,belanja
Cek Darah,6,kesehatan
wifi,4,tagihan
Cek Darah,6,kesehatan
Infaq,7,lain_lain
Kopi Latte,1,minuman
Strudel,0,makanan
Kuota Internet,4,tagihan
Bus,2,transportasi
#Top Up FF.,5,hiburan
_Taman Bermain_,5,hiburan
1xObat Diare,6,kesehatan
Es Teh,1,minuman
Kopi Gula Aren,1,minuman
Dompet,3,belanja
_GoRide-,2,transportasi
Pink Lemonade,1,minuman
Biaya Transfer,7,lain_lain
Multivitamin,6,kesehatan
Mobil Online,2,transportasi
Setrika,7,lain_lain
JILID,7,lain_lain
Bayar Kos,4,tagihan
wifi,4,tagihan
Aqua,1,minuman
Tiket MRT,2,transportasi
_Kaos.,3,belanja
Jaket,3,belanja
GoCar,2,transportasi
Belanja Online,3,belanja
Steam,5,hiburan
3xBayar Kos,4,tagihan
Ganti Oli,2,transportasi
_Profiterole-,0,makanan
Gado-Gado,0,makanan
TopU pFF,5,hiburan
First Media,4,tagihan
Detergen,3,belanja
Tiket Wisata,5,hiburan
Lab Kesehata,6,kesehatan
JNE,7,lain_lain
ewa Kos,4,tagihan
tiket pesawat,2,transportasi
Gelang,3,belanja
Token Listrik,4,tagihan
Iced Americano,1,minuman
JNE,7,lain_lain
Tongseng,0,makanan
top up game,5,hiburan
Administrasi,4,tagihan
Jam Tangan,3,belanja
Buffal Wing,0,makanan
Es Kelapa Muda,1,minuman
Tomato Soup,0,makanan
Softlens,6,kesehatan
alon,7,lain_lain
Puskesmas,6,kesehatan
CGV,5,hiburan
Kolam Renang,5,hiburan
Sausage Bread,0,makanan
Siomay,0,makanan
Nonton Film,5,hiburan
Sabun,3,belanja
IndiHome,4,tagihan
Salon,7,lain_lain
Steam,5,hiburan
Tempura,0,makanan
Frappe,1,minuman
ATM,7,lain_lain
Rumah Sakit,6,kesehatan
Karaoke,5,hiburan
TAGIHAN LISTRIK,4,tagihan
Laundry,7,lain_lain
Minyak Kayu Putih,6,kesehatan
Guardian,6,kesehatan
@ Obat Maag,6,kesehatan
2xTop Up Game,5,hiburan
Cardigan,3,belanja
.SiCepat-,7,lain_lain
stabilo,3,belanja
vitamin d,6,kesehatan
#Apotek#,6,kesehatan
.Tiket Wisata*,5,hiburan
Buku Novel,5,hiburan
klinik,6,kesehatan
.Kemeja*,3,belanja
Tenis,5,hiburan
Kontrakan,4,tagihan
@ Wahana,5,hiburan
Dokter,6,kesehatan
Grape Juice,1,minuman
Biaya Pendaftaran,7,lain_lain
Betadine,6,kesehatan
Buku Tulis,3,belanja
3xKopi Gula Aren,1,minuman
Vitamin D,6,kesehatan
Bayar Kos,4,tagihan
SiCepat,7,lain_lain
Tagihan HP,4,tagihan
CARPACCIO,0,makanan
NASI GORENG SEAFOOD,0,makanan
Tiket Masuk,5,hiburan
Pasta,0,makanan
Pertamax,2,transportasi
2 Tenis,5,hiburan
Biaya Transfer,7,lain_lain
Mango Drin*,1,minuman
Karaoke,5,hiburan
Ongkir,7,lain_lain
Wahana,5,hiburan
Top Up Genshin,5,hiburan
Dress,3,belanja
Apotek,6,kesehatan
Adobe,4,tagihan
_Pancake_,0,makanan
Tagihan HP,4,tagihan
Multivitamin,6,kesehatan
-Tenis_,5,hiburan
Kimia Farma,6,kesehatan
Masker,6,kesehatan
Blazer,3,belanja
Eg Tart,0,makanan
peach tea,1,minuman
KOMIK,5,hiburan
*Damri-,2,transportasi
Angkot,2,transportasi
uc pubg,5,hiburan
CGV,5,hiburan
Teh Botol,1,minuman
Taksi Online,2,transportasi
AYAM KREMES,0,makanan
ATM,7,lain_lain
Iyat iPnggang,3,belanja
Microsoft 365,4,tagihan
Bioskop,5,hiburan
1xDokter Gigi,6,kesehatan
Infaq,7,lain_lain
@ Vanilla Latte,1,minuman
1 CGV,5,hiburan
#Kopi Mocha.,1,minuman
Steam,5,hiburan
Beef Bowl,0,makanan
Patungan,7,lain_lain
Formulir,7,lain_lain
#Blazer_,3,belanja
Apotek,6,kesehatan
Cukur,7,lain_lain
Obat Maag,6,kesehatan
Print,7,lain_lain
AMOXICILLIN,6,kesehatan
2 Nasi Goreng Spesial,0,makanan
Tagihan WiFi,4,tagihan
SPBU,2,transportasi
Minyak Kayu Putih,6,kesehatan
KRL,2,transportasi
alat musik,5,hiburan
Tiket MRT,2,transportasi
GrabBike,2,transportasi
Chocolate Cake,0,makanan
PDAM,4,tagihan
Dokter,6,kesehatan
Nasi Box,0,makanan
Kacamata,6,kesehatan
Top Up FF,5,hiburan
Bayar Kos,4,tagihan
pSrinR obl,0,makanan
isi pulsa,4,tagihan
Earl Grey,1,minuman
LENSA KONTAK,6,kesehatan
Tagihan Air,4,tagihan
Pink Lemonade,1,minuman
Sabun,3,belanja
E-Toll,2,transportasi
CUCI BAJU,7,lain_lain
Zakat,7,lain_lain
Folder,3,belanja
Pulsa,4,tagihan
Salon,7,lain_lain
Masker,6,kesehatan
Batagor,0,makanan
Fried Rice,0,makanan
Antasida,6,kesehatan
Biaya Berobat,6,kesehatan
Sedekag,7,lain_lain
gocar,2,transportasi
Modul,3,belanja
ATM,7,lain_lain
FESTIVAL,5,hiburan
TEH BOTOL,1,minuman
Deodoran,3,belanja
Kertas HVS,3,belanja
betadine,6,kesehatan
Caesar Salad,0,makanan
.Bus.,2,transportasi
Noon )ilm,5,hiburan
Taksi Online,2,transportasi
Jus Jambu,1,minuman
asuransi,4,tagihan
Beef Bowl,0,makanan
#Pameran*,5,hiburan
Lumpia,0,makanan
LYCHEE DRINK,1,minuman
1xKopi Hitam,1,minuman
Vanilla Latte,1,minuman
Ibuprofen,6,kesehatan
tagihan hp,4,tagihan
Obat Sakit Kepala,6,kesehatan
Canva Pro,4,tagihan
Kolam Renan,5,hiburan
1 Pocari Sweat,1,minuman
Alat Musik,5,hiburan
2xKopi Cappuccino,1,minuman
Apotek,6,kesehatan
Fries,0,makanan
Top Up Genshin,5,hiburan
_GoSend_,7,lain_lain
Biaya Pendaftaran,7,lain_lain
sampo,3,belanja
Pasta Gigi,3,belanja
Pertamax,2,transportasi
Bus,2,transportasi
Hansaplast,6,kesehatan
Cabut Gigi,6,kesehatan
Es Buah,1,minuman
-XXI-,5,hiburan
Commuter Line,2,transportasi
2xGelang,3,belanja
Kaos,3,belanja
Chicken Bowl,0,makanan
CGV,5,hiburan
Frappe,1,minuman
folder,3,belanja
Potong Rambut,7,lain_lain
Sunscreen,3,belanja
cuci baju,7,lain_lain
JNT,7,lain_lain
5nikir,7,lain_lain
kacamata,6,kesehatan
Dumpling,0,makanan
Keyboard,3,belanja
*Stabilo#,3,belanja
Kwetiau,0,makanan
GrabBike,2,transportasi
Badminton,5,hiburan
.Dokter*,6,kesehatan
Adobe,4,tagihan
Softlens,6,kesehatan
Nas iGolngeaofod,0,makanan
Flashdisk,3,belanja
Damri,2,transportasi
Tagihan Telepon,4,tagihan
Vanilla Latte,1,minuman
Taksi Onlin,2,transportasi
2xPeach Tea,1,minuman
Bayar Kos,4,tagihan
Taxihan Teleop,4,tagihan
ziskop,5,hiburan
Steam,5,hiburan
Konsultasi Dokter,6,kesehatan
*Nasi Ayam-,0,makanan
Sedekah,7,lain_lain
milkshake,1,minuman
Jaket,3,belanja
CGV,5,hiburan
Top Up Mobile Legends,5,hiburan
Sweater,3,belanja
Popcorn,0,makanan
#Metromini-,2,transportasi
Salon,7,lain_lain
CARAMEL MACCHIATO,1,minuman
GrabExpress,7,lain_lain
Wahana,5,hiburan
PARKIR MOTOR,2,transportasi
Parkir,2,transportasi
Spotify,4,tagihan
MaximBike,2,transportasi
.Folder*,3,belanja
Biaya Admin,4,tagihan
tagihan air,4,tagihan
Steam,5,hiburan
Strawberry Drink,1,minuman
GrabCar,2,transportasi
Parkir Mobil,2,transportasi
konsultasi dokter,6,kesehatan
Teh Susu,1,minuman
Cheesecake,0,makanan
Teh Susu,1,minuman
Mobil Online,2,transportasi
Energen,1,minuman
Cek Darh,6,kesehatan
patungan,7,lain_lain
.Dokter*,6,kesehatan
Lensa Kontak,6,kesehatan
Iuran Organisasi,7,lain_lain
Lain-lain,7,lain_lain
Brown Sugar,1,minuman
Ongkos Kirim,7,lain_lain
Sampo,3,belanja
Adobe,4,tagihan
HOODIE,3,belanja
_Stempel-,7,lain_lain
Vitamin D,6,kesehatan
Donasi,7,lain_lain
teh hijau,1,minuman
Baju,3,belanja
es kelapa muda,1,minuman
Jilid,7,lain_lain
Kopi Aren,1,minuman
Bus,2,transportasi
^oCar,2,transportasi
tiket kereta,2,transportasi
grabcar,2,transportasi
konsultasi dokter,6,kesehatan
.WiFi*,4,tagihan
)arp,0,makanan
Antasida,6,kesehatan
Top Up FF,5,hiburan
Anteraja,7,lain_lain
Internet Bulanan,4,tagihan
AYAM GORENG,0,makanan
penggaris,3,belanja
Transjakarta,2,transportasi
Billiard,5,hiburan
ROK,3,belanja
Pasta Gigi,3,belanja
Adobe,4,tagihan
NASI BEBEK,0,makanan
Galbi,0,makanan
Tiket MRT,2,transportasi
Obat Batuk,6,kesehatan
Adobe,4,tagihan
Ikan Bakar,0,makanan
Lampu,3,belanja
Klinik,6,kesehatan
Materai,7,lain_lain
Jilid,7,lain_lain
Brown Sugar Latte,1,minuman
5yaK os,4,tagihan
lab kesehatan,6,kesehatan
Praacetamol,6,kesehatan
*Kopi Mocha-,1,minuman
Obat Sakit Kepala,6,kesehatan
Internet Bulanan,4,tagihan
Festival,5,hiburan
Gnocchi,0,makanan
Potong Rambut,7,lain_lain
Belanja Online,3,belanja
Teh Susu,1,minuman
Espresso,1,minuman
#Disney Plus.,4,tagihan
Cooike,0,makanan
Materai,7,lain_lain
Taman Bermain,5,hiburan
Patungan,7,lain_lain
Kebun Binatang,5,hiburan
1 Tiket Pesawat,2,transportasi
Kertas HVS,3,belanja
Tiket Bus,2,transportasi
*Top Up Genshin.,5,hiburan
Ramyeon,0,makanan
Spotify,4,tagihan
TAGIHAN LISTRIK,4,tagihan
Tama nBermain,5,hiburan
Nasi Box,0,makanan
Buku Catatan,3,belanja
Gojek,2,transportasi
Jajan,7,lain_lain
frappe,1,minuman
IBUPROFEN,6,kesehatan
Internet Bulana,4,tagihan
Tahu Goreng,0,makanan
kebab,0,makanan
Iuran Organisasi,7,lain_lain
Ramyeon,0,makanan
keyboard,3,belanja
Buku Tulis,3,belanja
Oolong Tea,1,minuman
GrabCar,2,transportasi
iuran organisasi,7,lain_lain
ATM,7,lain_lain
Paracetamol,6,kesehatan
Kimia Farma,6,kesehatan
atm,7,lain_lain
Obat Maag,6,kesehatan
BBQ Chicken,0,makanan
Ongkir,7,lain_lain
Anteraja,7,lain_lain
UC PUBG,5,hiburan
Taman Bermain,5,hiburan
biaya berobat,6,kesehatan
strawberry drink,1,minuman
Buk u0ovel,5,hiburan
Betdaie,6,kesehatan
Jajan,7,lain_lain
Fried Noodle,0,makanan
Kuota Internet,4,tagihan
Ayam Kremes,0,makanan
transjakarta,2,transportasi
@ Asuransi,4,tagihan
iuran organisasi,7,lain_lain
Materai,7,lain_lain
Komik,5,hiburan
Brow Sugar,1,minuman
Pertamax,2,transportasi
-Lasagna*,0,makanan
3xSmoothie,1,minuman
UC PUBG,5,hiburan
Lensa Kontak,6,kesehatan
Sedekah,7,lain_lain
Crostini,0,makanan
JNT,7,lain_lain
Japchae,0,makanan
Iuran,4,tagihan
Rawon,0,makanan
Mateai,7,lain_lain
Iuran Organisasi,7,lain_lain
2 Bowling,5,hiburan
-Uang Kos-,4,tagihan
atm,7,lain_lain
TAGIHAN TELEPON,4,tagihan
ADMINISTRASI,4,tagihan
JNT,7,lain_lain
Mineral Water,1,minuman
Skncre,3,belanja
Macaron,0,makanan
Dokter,6,kesehatan
Risotto,0,makanan
Sandal,3,belanja
Obat Diare,6,kesehatan
Vitami C,6,kesehatan
Isi Pulsa,4,tagihan
Lampu,3,belanja
KOPI HITAM,1,minuman
Bruschetta,0,makanan
Gojek,2,transportasi
Spotify,4,tagihan
Lain-lain,7,lain_lain
Kopi Instan,1,minuman
Isi Pulsa,4,tagihan
Mineral Water,1,minuman
Billiard,5,hiburan
Matcha,1,minuman
Paket Data,4,tagihan
SEWA KOS,4,tagihan
Nasi Liwet,0,makanan
Laundry,7,lain_lain
Topi,3,belanja
Jajan,7,lain_lain
Ojek,2,transportasi
IndiHome,4,tagihan
MRT,2,transportasi
Kopi Susu,1,minuman
DISNEY PLUS,4,tagihan
Canva Pro,4,tagihan
Stempel,7,lain_lain
@ Kopi Susu Kolonel,1,minuman
Bihun Goreng,0,makanan
aTksi Online,2,transportasi
Mizone,1,minuman
Stempel,7,lain_lain
Mocha,1,minuman
SiCepat,7,lain_lain
Taksi Online,2,transportasi
GrabBike,2,transportasi
kacamata,6,kesehatan
Crepe,0,makanan
Laundry,7,lain_lain
Obat Flu,6,kesehatan
Pembalut,3,belanja
1xMetromini,2,transportasi
2xObat Flu,6,kesehatan
Jus tagna,1,minuman
.Cuci Baju.,7,lain_lain
1 Skincare,3,belanja
Bubble Tea,1,minuman
paracetamol,6,kesehatan
Gojek,2,transportasi
Es Kelapa Muda,1,minuman
Parkir,2,transportasi
Gelang,3,belanja
Kuota Internet,4,tagihan
*Nasi Putih_,0,makanan
Taksi Online,2,transportasi
FIRST MEDIA,4,tagihan
Macchiato,1,minuman
first media,4,tagihan
Profiterole,0,makanan
Tike Event,5,hiburan
Ongkos Kirim,7,lain_lain
Charger,3,belanja
Ikat Pinggang,3,belanja
T8mbal Gi7i,6,kesehatan
3xGnocchi,0,makanan
Hazelunt Latte,1,minuman
*MRT.,2,transportasi
Air PAM,4,tagihan
ganti oli,2,transportasi
Internet Bulanan,4,tagihan
TEMPE GORENG,0,makanan
*Dokter#,6,kesehatan
@ Iuran,4,tagihan
Cek Darah,6,kesehatan
1 Lab Kesehatan,6,kesehatan
.Lab Kesehatan.,6,kesehatan
Biaya Periksa,6,kesehatan
Patungan,7,lain_lain
XXI,5,hiburan
3xCukur,7,lain_lain
penggaris,3,belanja
Administrasi,4,tagihan
Espresso,1,minuman
Jam Tangan,3,belanja
asuransi,4,tagihan
Data Internet,4,tagihan
Bensin,2,transportasi
futsal,5,hiburan
Cinepolis,5,hiburan
Adobe,4,tagihan
Badminton,5,hiburan
TAGIHAN TELEPON,4,tagihan
Damr,2,transportasi
Fotokopi,7,lain_lain
Tagihan WiFi,4,tagihan
#Kimia Farma-,6,kesehatan
Mango Drink,1,minuman
.Bowling*,5,hiburan
Pameran,5,hiburan
Iuran Kelas,7,lain_lain
kopi susu,1,minuman
Kuota Internet,4,tagihan
Tkei MRT,2,transportasi
Metromini,2,transportasi
Cat Akrilik,5,hiburan
Kertas HVS,3,belanja
6ikt MRT,2,transportasi
AlpevJu6ce,1,minuman
Takoyaki,0,makanan
Gnocchi,0,makanan
Mobil Online,2,transportasi
nasi goreng,0,makanan
Shopee,3,belanja
Steak,0,makanan
KAOS,3,belanja
Internet Bulanan,4,tagihan
_Resep Dokter*,6,kesehatan
XXI,5,hiburan
BAYAR KOS,4,tagihan
1 Softlens,6,kesehatan
grabexpress,7,lain_lain
salon,7,lain_lain
Tiket Bioskop,5,hiburan
Taksi Online,2,transportasi
GrabBike,2,transportasi
Tagihan Telepon,4,tagihan
Puskesmas,6,kesehatan
Ojek,2,transportasi
Tiket Pesawat,2,transportasi
Patungan,7,lain_lain
GUARDIAN,6,kesehatan
Peach Tea,1,minuman
Tiket Wisata,5,hiburan
Ongkir,7,lain_lain
Cuci Baju,7,lain_lain
Tamba Gigi,6,kesehatan
Masker,6,kesehatan
earl grey,1,minuman
rasnfer,7,lain_lain
Apotek,6,kesehatan
Goo Day,1,minuman
Busway,2,transportasi
Sausage Bread,0,makanan
Donasi,7,lain_lain
Steam,5,hiburan
mie goreng,0,makanan
PDAM,4,tagihan
2xDeodoran,3,belanja
Skincare,3,belanja
*Pertalite-,2,transportasi
Disney Plus,4,tagihan
*Setrika#,7,lain_lain
anteraja,7,lain_lain
2xE-Toll,2,transportasi
Tiket Pesawat,2,transportasi
Guardian,6,kesehatan
Dokter,6,kesehatan
TamablG 6gi,6,kesehatan
Tongseng,0,makanan
French Toast,0,makanan
GoRide,2,transportasi
Shopee,3,belanja
Lensa Kontak,6,kesehatan
Obat Batuk,6,kesehatan
Bowli,5,hiburan
Sunscreen,3,belanja
Biaya Transfer,7,lain_lain
Jjajangmyeon,0,makanan
Teh Susu,1,minuman
Nasi Goreng,0,makanan
IKAT PINGGANG,3,belanja
Tambal Gigi,6,kesehatan
Rok,3,belanja
GrabCar,2,transportasi
XXI,5,hiburan
Air PAM,4,tagihan
Obat Maag,6,kesehatan
TENIS,5,hiburan
Es Kelapa Muda,1,minuman
Tagihan Telepon,4,tagihan
zakat,7,lain_lain
Jam Tangan,3,belanja
Fitness,5,hiburan
Mouse,3,belanja
ATM,7,lain_lain
BiayaP eriksa,6,kesehatan
3xMocha,1,minuman
Taksi Online,2,transportasi
Parkir Mobil,2,transportasi
Rapid Test,6,kesehatan
Dress,3,belanja
Metromini,2,transportasi
Shopee,3,belanja
Milkshake,1,minuman
Tambal Gigi,6,kesehatan
Administrasi,4,tagihan
.Ongkir_,7,lain_lain
Cabut Gigi,6,kesehatan
Strudel,0,makanan
#Steam_,5,hiburan
GoCar,2,transportasi
Suplemen,6,kesehatan
Zakat,7,lain_lain
Top Up Game,5,hiburan
3xAqua,1,minuman
Puskesmas,6,kesehatan
Caramel Macchiato,1,minuman
metromini,2,transportasi
Administrasi,4,tagihan
Jilid,7,lain_lain
SiCepat,7,lain_lain
Obat Maag,6,kesehatan
Gado-Gado,0,makanan
Billiard,5,hiburan
Matcha,1,minuman
Frappe,1,minuman
Brownie,0,makanan
Tiket Bioskop,5,hiburan
Nachos,0,makanan
Noodle,0,makanan
risol,0,makanan
BLT,0,makanan
Scan,7,lain_lain
Hotdog,0,makanan
Biaya Periks,6,kesehatan
Lain-lain,7,lain_lain
3xAsuransi,4,tagihan
GYM,5,hiburan
Klinik,6,kesehatan
WiFi,4,tagihan
SPBU,2,transportasi
CUKUR,7,lain_lain
G%lang,3,belanja
1 Servis Motor,2,transportasi
*Hansaplast-,6,kesehatan
Skincare,3,belanja
Iura Kelas,7,lain_lain
*Parkir Motor*,2,transportasi
paracetamol,6,kesehatan
Top U PUBG,5,hiburan
Interne Bulanan,4,tagihan
Adobe,4,tagihan
Uang Kos,4,tagihan
cek darah,6,kesehatan
Cek Darah,6,kesehatan
Eclair,0,makanan
Caramel Macchiato,1,minuman
-Zakat#,7,lain_lain
-Ramune#,1,minuman
1xBowling,5,hiburan
Topi,3,belanja
Infaq,7,lain_lain
tempura,0,makanan
sampo,3,belanja
.Pizza#,0,makanan
-UC PUBG*,5,hiburan
@ Macchiato,1,minuman
3xEs Kelapa Muda,1,minuman
biaya kos,4,tagihan
WiFi,4,tagihan
MaximBike,2,transportasi
PLN,4,tagihan
kereta api,2,transportasi
Es Matcha,1,minuman
*Tagihan WiFi-,4,tagihan
*Tiket Pesawat.,2,transportasi
ovaltine,1,minuman
Fotokopi,7,lain_lain
rate Aaym,0,makanan
Amoxicillin,6,kesehatan
Scan,7,lain_lain
Cold Brew,1,minuman
ojekonline,2,transportasi
Air Kelapa,1,minuman
KEBUN BINATANG,5,hiburan
-Materai*,7,lain_lain
Buku Kuliah,3,belanja
Biaya Kos,4,tagihan
Sandwich,0,makanan
Obat Batuk,6,kesehatan
Transfer,7,lain_lain
Materai,7,lain_lain
tiket masuk,5,hiburan
Apple Music,4,tagihan
Kacamata,6,kesehatan
Wahana,5,hiburan
Stempel,7,lain_lain
Mobil Online,2,transportasi
Pocari Sweat,1,minuman
3xCold Brew,1,minuman
lain-lain,7,lain_lain
Wrap,0,makanan
1xGalbi,0,makanan
#Muffin#,0,makanan
Taksi Online,2,transportasi
Suplemen,6,kesehatan
Infaq,7,lain_lain
PDAM,4,tagihan
Tiket Konsre,5,hiburan
Vanilla aLtte,1,minuman
SETRIKA,7,lain_lain
Taksi Online,2,transportasi
Gree Salad,0,makanan
@ Zakat,7,lain_lain
_Vitamin C-,6,kesehatan
Tiket Bioskop,5,hiburan
Bioskop,5,hiburan
Tambal Gigi,6,kesehatan
Suplemen,6,kesehatan
2 ATM,7,lain_lain
MRT,2,transportasi
WiFi,4,tagihan
Servis Motor,2,transportasi
OJEKONLINE,2,transportasi
Fitness,5,hiburan
atm,7,lain_lain
Pretzel,0,makanan
Uang Kos,4,tagihan
Penpgri,3,belanja
Tisu,3,belanja
Pembalut,3,belanja
cabut gigi,6,kesehatan
-Adobe-,4,tagihan
DRESS,3,belanja
Buk u4ovel,5,hiburan
Kuota Internet,4,tagihan
1xTiket Bioskop,5,hiburan
Taman Bermain,5,hiburan
Pembalut,3,belanja
ojek,2,transportasi
TOL,2,transportasi
LAIN-LAIN,7,lain_lain
Ramen,0,makanan
biaya transfer,7,lain_lain
#Obat Diare.,6,kesehatan
TIKET KONSER,5,hiburan
Voucher Game,5,hiburan
Bebek Goreng,0,makanan
Disney Plus,4,tagihan
flashdisk,3,belanja
Multisiwamin,6,kesehatan
-Resep Dokter_,6,kesehatan
Kaos,3,belanja
Bus,2,transportasi
_Taman Bermain#,5,hiburan
Jam Tangan,3,belanja
Wonton,0,makanan
Kopi Sus Kolonel,1,minuman
Commute Line,2,transportasi
SPIDOL,3,belanja
.Flashdisk#,3,belanja
Pensil,3,belanja
Hoodie,3,belanja
Fried Rice,0,makanan
#Nescafe*,1,minuman
1 LRT,2,transportasi
Sandal,3,belanja
brown sugar latte,1,minuman
Zakat,7,lain_lain
Patungan,7,lain_lain
-Biaya Admin-,4,tagihan
Map Plastik,3,belanja
-Penggaris*,3,belanja
Dompet,3,belanja
Kimia Farma,6,kesehatan
Iuran,4,tagihan
Metromini,2,transportasi
Dress,3,belanja
Suplemen,6,kesehatan
raerai,7,lain_lain
ATM,7,lain_lain
*Detergen_,3,belanja
Dokter Gigi,6,kesehatan
Caramel Latte,1,minuman
Minyak Kayu Putih,6,kesehatan
Mouse,3,belanja
Laundry,7,lain_lain
Mineral Water,1,minuman
Tiket Event,5,hiburan
Mobil Online,2,transportasi
Kopi Gula Are,1,minuman
1 Paracetamol,6,kesehatan
1xRoti Bakar,0,makanan
Pameran,5,hiburan
Vitamin C,6,kesehatan
Administrasi,4,tagihan
Bayar Listrik,4,tagihan
_Apotek#,6,kesehatan
Antasida,6,kesehatan
MaximCar,2,transportasi
.Metromini_,2,transportasi
*Es Campur.,1,minuman
E-Toll,2,transportasi
Bensin,2,transportasi
LEMONADE,1,minuman
Biaya Kos,4,tagihan
Nonton Film,5,hiburan
Diamond ML,5,hiburan
Tempura,0,makanan
Nasi Goreng,0,makanan
-Stempel_,7,lain_lain
TksmOnline,2,transportasi
Rawon,0,makanan
Mineral Water,1,minuman
#Top Up Mobile Legends.,5,hiburan
TAGIHAN WIFI,4,tagihan
Tagihan WiFi,4,tagihan
iuran kelas,7,lain_lain
Materai,7,lain_lain
2xTambal Gigi,6,kesehatan
Ongkir,7,lain_lain
Nasi Ayam,0,makanan
Bioskop,5,hiburan
Tas,3,belanja
Pulpen,3,belanja
Stabilo,3,belanja
Tahu Goreng,0,makanan
KEYBOARD,3,belanja
Pertalite,2,transportasi
frbBke,2,transportasi
Map Plastik,3,belanja
Patungan,7,lain_lain
ANTERAJA,7,lain_lain
Busway,2,transportasi
Suplemen,6,kesehatan
oWnton,0,makanan
Pensil,3,belanja
apple music,4,tagihan
-Jus Mangga_,1,minuman
*Klinik_,6,kesehatan
grabexpress,7,lain_lain
DONASI,7,lain_lain
Cukur,7,lain_lain
Tokzpedia,3,belanja
1xGanti Oli,2,transportasi
PLN,4,tagihan
Lychee Drin,1,minuman
MaximBike,2,transportasi
*Waffle_,0,makanan
Ojek,2,transportasi
Boba,1,minuman
Taksi Online,2,transportasi
KOMIK,5,hiburan
Uang Kos,4,tagihan
Bubble Tea,1,minuman
Fitness,5,hiburan
Obat Flu,6,kesehatan
2 Alat Musik,5,hiburan
Rumah Sakit,6,kesehatan
2xGood Day,1,minuman
SPBU,2,transportasi
Donasi,7,lain_lain
_Tiket KRL_,2,transportasi
Vitamin D,6,kesehatan
Tokopedia,3,belanja
Bioskop,5,hiburan
tongseng,0,makanan
Rapid ets,6,kesehatan
Salon,7,lain_lain
guardian,6,kesehatan
Cinepolis,5,hiburan
SANDAL,3,belanja
Canva Pro,4,tagihan
UC PUBG,5,hiburan
Hansaplast,6,kesehatan
Bensin,2,transportasi
IndiHome,4,tagihan
Textbook,3,belanja
Japchae,0,makanan
GrabExpress,7,lain_lain
BUS,2,transportasi
Cheesecake,0,makanan
#Pembalut.,3,belanja
Gojek,2,transportasi
GoSend,7,lain_lain
_Tol.,2,transportasi
Ongkir,7,lain_lain
Apple Juice,1,minuman
Ongkir,7,lain_lain
Buku Tulis,3,belanja
Sikat Gigi,3,belanja
KOPI CAPPUCCINO,1,minuman
#Ganache#,0,makanan
Jaket,3,belanja
Tiket Kereta,2,transportasi
TIKET BIOSKOP,5,hiburan
_Buku Tulis#,3,belanja
Potong Rambut,7,lain_lain
Tomato Soup,0,makanan
badminton,5,hiburan
Tiket KRL,2,transportasi
Ramune,1,minuman
Token Listrik,4,tagihan
puskesmas,6,kesehatan
Rapi Test,6,kesehatan
Laundry,7,lain_lain
Good Day,1,minuman
Microsoft 365,4,tagihan
Ramune,1,minuman
SOFTLENS,6,kesehatan
#Mikrolet-,2,transportasi
Tiket Konse,5,hiburan
ATM,7,lain_lain
